USDC Euler,DAI Euler,WETH Euler,WBTC Euler,Date
0.0022229951433884,0.0,7.038932806128641e-05,7.916422297023184e-05,2021-12-13
0.0125153227890484,0.0026318837108045,0.0018891895666557,9.876463877308674e-06,2021-12-14
0.0136176737963197,0.0026015911402393,0.0051109196990297,7.29693180052181e-06,2021-12-15
0.0131711310703949,0.0161251480633963,0.0111571727994547,1.097364560332005e-05,2021-12-16
0.0165091074801808,0.0092992294842266,0.0120872439724776,4.4984274964235e-05,2021-12-17
0.0256054524517343,0.0171369211275968,0.0084457379992567,0.0005972814709326,2021-12-18
0.026580876364422,0.0217195311748966,0.0087188056837866,0.0009091702312539,2021-12-19
0.0236177096030453,0.023046120956681,0.0098331163035383,0.0002286935211072,2021-12-23
0.0219054628088655,0.0228642470952097,0.0090937432257295,0.0003688482894897,2021-12-25
0.0218828418529808,0.0232302409846619,0.0115814532196194,0.0004005355259369,2021-12-28
0.0212005749066574,0.0246529855818576,0.0130017249360109,0.0006403880092956,2022-01-01
0.0209943600917418,0.024775845442404,0.0131969020479943,0.0005502547537726,2022-01-02
0.0205913075398057,0.0189963612626428,0.0122046030106112,0.0110551132152541,2022-01-07
0.0198173990002045,0.0191761212804281,0.0134506819151249,0.0055644285167528,2022-01-08
0.0208591677020737,0.0299152455116388,0.0118445355536139,0.0005290298901914,2022-01-17
0.0207419141491482,0.0456255838621296,0.0122894350171542,0.0003940110972694,2022-01-18
0.0191457924876613,0.0265511989396086,0.0166879474174681,0.0027498453265088,2022-01-29
0.0203022858718565,0.0240920153656386,0.0138662918448008,0.0016929612973851,2022-02-01
0.0204208383134757,0.0241474391322224,0.013913407259109,0.001810131867216,2022-02-02
0.022279264459888,0.0265416513999481,0.018615286577592,0.0019824020348642,2022-02-04
0.0249595395633423,0.0262024304373349,0.0216947863230835,0.0019794757574983,2022-02-05
0.0256029163941731,0.0260382983438389,0.0218108379870555,0.001973145470751,2022-02-06
0.0253153501486532,0.027409404976552,0.0234022314742199,0.0015739531554339,2022-02-09
0.0232575763617165,0.0260533882610619,0.0217200943853203,0.0012767323469309,2022-02-12
0.0232290665546318,0.0234414396282861,0.0175323493295942,0.0010228815710504,2022-02-14
0.0228559674386467,0.0245810278087955,0.014368676753346,0.0010543693118135,2022-02-15
0.0244331996657221,0.0239538928083135,0.0173080870883211,0.001072830529157,2022-02-17
0.0236840484543546,0.0237924523997948,0.0173275219089702,0.0010413633924155,2022-02-18
0.0243457166037804,0.0237831593292935,0.0172863218684534,0.0011687304550993,2022-02-19
0.0245802194738367,0.0235588391938843,0.0171622811654152,0.0016839057666395,2022-02-20
0.0231849603681741,0.0226593237762264,0.0280874706046365,0.0007064319078077,2022-02-24
0.0235722340819499,0.0185353431840698,0.0573220038561021,0.0010908527726106,2022-02-25
0.0063194698353925,0.0059090883906236,0.0094712278731104,0.0007315046522523,2022-02-26
0.0062258105238627,0.0060041962279551,0.0090370839371006,0.0007292525936732,2022-03-01
0.0061301937913129,0.0061501515228884,0.0090784104925303,0.0007279573412974,2022-03-02
0.0062950072000101,0.0061107765827589,0.0096087671586258,0.0006231752033358,2022-03-03
0.006307726337044,0.0065135751345647,0.0084274543016335,0.0016739824194929,2022-03-04
0.0063539640710605,0.0065613385556117,0.0098734325586467,0.002174381899662,2022-03-05
0.0065278793450079,0.0067543737840555,0.0087427777831874,0.0019725545608797,2022-03-07
0.0059831117489298,0.006684836326467,0.0084211781237236,0.0018047539840602,2022-03-09
0.0059644013175332,0.0065805327598059,0.0085953909966136,0.0018027786967717,2022-03-10
0.0059778325745987,0.0067127491300976,0.0087282544390424,0.0017649509524748,2022-03-11
0.0060705915781554,0.0068097252398371,0.0085313885189218,0.002677574169395,2022-03-13
0.0064217877712706,0.0068100284307431,0.0085460908591155,0.0029874479485789,2022-03-14
0.0063801013444946,0.0069132238594419,0.0094019145680121,0.0029398257904463,2022-03-15
0.0063893144357858,0.0069239466207331,0.0090653756477358,0.0027509633434037,2022-03-16
0.0066141152939434,0.0069608090070646,0.0087192126512066,0.0026541549903135,2022-03-17
0.0066743636648912,0.0068740878247479,0.008857994122597,0.0027510833394399,2022-03-18
0.0067854632946065,0.0068760512927458,0.0089296289556739,0.0027898609748721,2022-03-19
0.0066378775215686,0.0068837983184508,0.0089185342192498,0.0031709713634189,2022-03-20
0.0069238784091254,0.006873293435387,0.0089159302720023,0.0077332233382806,2022-03-21
0.0076972129314934,0.0082496320077926,0.0065109438023131,0.0133402748326822,2022-03-22
0.0081646498208591,0.0095296625146825,0.0066479384364583,0.0163936425342919,2022-03-23
0.0088865901409276,0.0100141849134017,0.006319444462688,0.0160013896672475,2022-03-24
0.010048421652447,0.0467306342808946,0.0051784334585995,0.0156511567600954,2022-03-25
0.0101751694275659,0.0264616323088632,0.0048057326999888,0.016279226720708,2022-03-26
0.0105554588184515,0.0120886577619444,0.0053886114308265,0.0171089051511941,2022-03-28
0.0113479467521248,0.0120116468426547,0.0076293245321551,0.0195295299622818,2022-03-29
0.0120052342714893,0.0120689757092907,0.0086764957986511,0.0184927930087212,2022-03-30
0.0118347061370751,0.0121818486786355,0.0091810571321544,0.012979916934873,2022-03-31
0.0119994867361092,0.0227014538402079,0.0101480127927924,0.0138252915368052,2022-04-01
0.0130545056637097,0.0259545823541232,0.0093806741308286,0.0132677327556644,2022-04-02
0.0156330923695616,0.0298281303938676,0.010620596718864,0.0143441388637621,2022-04-03
0.0233672753728667,0.0382809028106414,0.010731904234904,0.0151949972720885,2022-04-04
0.0193214829766611,0.0736848675761565,0.0103022092594265,0.0152410714845874,2022-04-05
0.0144751816790757,0.0797045701726665,0.0108156725463219,0.0158231905588059,2022-04-06
0.015160868402965,0.056754993146493,0.0103471809659698,0.0170189087415481,2022-04-07
0.0206805747888643,0.0664043830275102,0.0113142545220886,0.0182545410165236,2022-04-08
0.0236404800963083,0.04213624907365,0.0118605758822476,0.0183683278008446,2022-04-13
0.0208289438313596,0.0114437124147981,0.0116890600470414,0.0178476824887987,2022-04-15
0.0132304212348282,0.0102736675798027,0.0110695558565298,0.0178705817394734,2022-04-17
0.0147808236511524,0.0114604777030764,0.0109624363838685,0.0179134480071486,2022-04-18
0.0258794702456398,0.0117744004481553,0.0110160719353527,0.0179028866382855,2022-04-19
0.0275202176291059,0.0142599033068628,0.01106232595158,0.0179218830094833,2022-04-20
0.0298975006119293,0.0162258883861506,0.0115504741476373,0.0153083054626521,2022-04-21
0.0318849383308181,0.0124376420314949,0.0118862597292182,0.0140143613897495,2022-04-22
0.0287150877847907,0.0137405207271917,0.0119197741422935,0.0141329174557808,2022-04-23
0.0277379972305144,0.0126784775828624,0.0111898988779773,0.0141101896202412,2022-04-24
0.0252495989934642,0.0123909829953076,0.0110432269927875,0.0144173973790086,2022-04-25
0.0191938977868752,0.0123923790582776,0.0111450563755961,0.0144704306957912,2022-04-26
0.0231041923828296,0.0124866354071548,0.0111293809921457,0.0144620771801768,2022-04-27
0.022068227011331,0.0287264413718478,0.0116228777855811,0.0155275301138954,2022-04-28
0.0211708267940616,0.0228878781356743,0.0119309574524792,0.0155300940526253,2022-04-29
0.0393167398419134,0.0242456759657142,0.0118744122626846,0.0152658014035255,2022-05-02
0.037245632016898,0.0245286662035572,0.011812763592142,0.0152695582532822,2022-05-04
0.0157693011771981,0.0220827123240996,0.0116548157779292,0.0152958150483185,2022-05-07
0.0217267704367878,0.029657735036789,0.0119684448567933,0.0147524575230727,2022-05-08
0.0138256550384664,0.0315173199424105,0.0108156391786044,0.014439704662369,2022-05-09
0.0234822804860056,0.0193326399385708,0.0107276874066627,0.0144402680461012,2022-05-10
0.0163777692279023,0.0153282909389663,0.0110433037801755,0.0149737531895438,2022-05-11
0.0127974158270883,0.0123351615646881,0.0081016638927088,0.0134703795198134,2022-05-12
0.0120846286333571,0.0123741866161007,0.0071638971921679,0.0128297932888658,2022-05-13
0.0142578360501812,0.0123441557660647,0.0071757800265161,0.0137850530757202,2022-05-14
